,0,1
0,44.06303030303034,53.76
1,44.11076923076921,67.38349650349647
2,44.3733333333333,81.0666666666667
3,45.14909090909091,94.02181818181818
4,47.30710743801658,108.1547107438016
5,45.800727272727315,121.94909090909091
6,45.0416783216783,135.33986013986012
7,45.14909090909091,148.94545454545454
8,45.14909090909091,162.44363636363636
9,45.44528925619839,176.11107438016523
10,45.61454545454546,189.75030303030306
11,45.97258741258739,203.29622377622374
12,46.08,216.9018181818182
13,46.08,230.4
14,46.40223776223773,244.11300699300693
15,46.40223776223773,257.64699300699306
16,46.90349650349648,271.2525874125874
17,46.88396694214877,284.77355371900813
18,47.01090909090909,298.35636363636365
19,47.29018181818178,311.8545454545455
20,47.47636363636364,325.55220779220787
21,50.889696969696935,338.9543434343434
22,50.734545454545454,352.34909090909093
23,47.941818181818185,366.3127272727273
24,48.22109090909087,379.8109090909091
25,48.6067532467532,393.17610389610394
26,48.717575757575794,407.04
27,48.872727272727275,420.30545454545455
28,49.027878787878755,434.03636363636366
29,49.16892561983476,447.59801652892554
30,49.69622377622375,461.15804195804225
31,57.3583216783217,53.63468531468534
32,57.638787878787845,67.33575757575761
33,57.885619834710695,80.81983471074385
34,61.44,95.18545454545455
35,61.750303030303066,108.08888888888886
36,59.15504132231401,121.61057851239669
37,58.569696969696935,135.29212121212126
38,58.64727272727273,148.79030303030308
39,59.11272727272727,162.44363636363636
40,59.00531468531466,176.29986013986013
41,59.22013986013989,189.54741258741262
42,59.40892561983476,203.10743801652876
43,59.57818181818182,216.7466666666667
44,60.04363636363637,230.4
45,59.764363636363676,243.89818181818183
46,60.15104895104898,257.50377622377624
47,60.33983471074385,271.0638016528924
48,60.50909090909091,284.70303030303035
49,60.70857142857138,298.22337662337657
50,60.974545454545456,311.8545454545455
51,62.47434343434341,325.1975757575757
52,65.34981818181822,338.8509090909091
53,65.16363636363636,352.5485714285715
54,61.798041958041935,366.205314685315
55,61.98303030303034,379.5781818181818
56,61.905454545454546,393.3090909090909
57,62.37090909090909,406.80727272727273
58,62.728951048951025,420.41286713286684
59,62.728951048951025,434.1616783216786
60,62.94377622377625,447.4092307692305
61,62.94377622377625,461.15804195804225
62,71.21454545454546,53.527272727272724
63,71.21454545454546,67.29142857142861
64,71.32195804195807,80.63104895104898
65,75.86909090909091,94.95272727272727
66,76.1483636363636,107.98545454545454
67,72.61090909090909,121.94909090909091
68,72.03804195804193,135.33986013986012
69,72.25286713286715,148.58741258741262
70,72.25286713286715,162.55104895104898
71,72.61090909090909,176.09696969696967
72,73.07636363636364,189.44
73,72.96895104895103,203.29622377622374
74,73.20330578512396,216.8171900826445
75,73.18377622377625,230.5074125874126
76,73.54181818181819,243.89818181818183
77,74.00727272727272,257.3963636363636
